CustomerID,Total_Revenue,Total_Orders,Customer_Segment
12877,1535.77,12,Low Value Customer
12878,854.99,2,Low Value Customer
12879,573.22,3,Low Value Customer
12881,298.0,1,Low Value Customer
12882,1463.04,2,Low Value Customer
12883,703.47,4,Low Value Customer
12884,309.05,1,Low Value Customer
12885,1175.22,3,Low Value Customer
12886,1378.4,2,Low Value Customer
12888,354.12,2,Low Value Customer
12890,376.71999999999997,1,Low Value Customer
12891,331.0,3,Low Value Customer
12893,176.55,1,Low Value Customer
12895,372.8,2,Low Value Customer
12897,216.5,2,Low Value Customer
12901,17654.54,28,High Value Customer
12902,138.68,1,Low Value Customer
12904,496.06,2,Low Value Customer
12906,2919.81,5,Low Value Customer
12908,750.0,2,Low Value Customer
12909,2178.67,5,Low Value Customer
12910,3075.04,8,Medium Value Customer
12912,1662.3,5,Low Value Customer
12913,2483.63,5,Low Value Customer
12915,363.65,2,Low Value Customer
12916,2944.95,4,Low Value Customer
12917,594.0,1,Low Value Customer
12919,1335.19,6,Low Value Customer
12920,162.78,1,Low Value Customer
12921,16587.09,37,High Value Customer
12922,405.38,1,Low Value Customer
12923,172.82,1,Low Value Customer
12924,933.7,4,Low Value Customer
12925,694.05,2,Low Value Customer
12928,2062.7000000000003,5,Low Value Customer
12929,117.85,1,Low Value Customer
12930,415.8,2,Low Value Customer
12931,42055.96,15,High Value Customer
12933,607.53,3,Low Value Customer
12935,2160.7,7,Low Value Customer
12936,1063.9,4,Low Value Customer
12937,1504.27,4,Low Value Customer
12938,114.14,1,Low Value Customer
12939,11581.8,8,High Value Customer
12940,899.69,2,Low Value Customer
12942,675.6,3,Low Value Customer
12944,604.51,2,Low Value Customer
12945,462.95,1,Low Value Customer
12947,1603.99,6,Low Value Customer
12948,2064.95,7,Low Value Customer
12949,4167.22,8,Medium Value Customer
12950,1843.0,3,Low Value Customer
12951,1064.07,6,Low Value Customer
12952,1387.79,4,Low Value Customer
12953,329.85,1,Low Value Customer
12955,4757.16,11,Medium Value Customer
12956,108.07,1,Low Value Customer
12957,4017.54,8,Medium Value Customer
12962,266.39,2,Low Value Customer
12963,1856.63,8,Low Value Customer
12965,769.8100000000001,1,Low Value Customer
12966,160.18,1,Low Value Customer
12967,1660.9,2,Low Value Customer
12968,135.95,1,Low Value Customer
12970,405.47,4,Low Value Customer
12971,11189.91,86,High Value Customer
12974,144.8,1,Low Value Customer
12976,738.6,1,Low Value Customer
12977,39.239999999999995,1,Low Value Customer
12980,7374.900000000001,9,Medium Value Customer
12981,372.21999999999997,2,Low Value Customer
12982,390.54,1,Low Value Customer
12984,97.5,1,Low Value Customer
12985,1239.38,2,Low Value Customer
12987,558.7,2,Low Value Customer
12988,505.82,1,Low Value Customer
12989,6924.110000000001,15,Medium Value Customer
12990,409.5,3,Low Value Customer
12991,503.76,2,Low Value Customer
12993,414.76,4,Low Value Customer
12994,974.42,3,Low Value Customer
12995,211.32,1,Low Value Customer
12997,1226.89,4,Low Value Customer
12999,455.88,3,Low Value Customer
13000,534.85,3,Low Value Customer
13001,9785.970000000001,13,Medium Value Customer
13002,120.94999999999999,1,Low Value Customer
13003,149.05,3,Low Value Customer
13004,5655.91,18,Medium Value Customer
13005,513.7,2,Low Value Customer
13006,81.57,1,Low Value Customer
13008,229.46999999999997,1,Low Value Customer
13011,50.550000000000004,1,Low Value Customer
13012,1646.8400000000001,8,Low Value Customer
13013,4810.9400000000005,13,Medium Value Customer
13014,3466.2799999999997,10,Medium Value Customer
13015,3339.64,5,Medium Value Customer
13016,789.89,3,Low Value Customer
13017,204.0,1,Low Value Customer
13018,7277.7,28,Medium Value Customer
13021,2616.38,9,Low Value Customer
13023,689.9,2,Low Value Customer
13026,975.36,5,Low Value Customer
13027,6912.0,6,Medium Value Customer
13028,661.3199999999999,2,Low Value Customer
13029,1247.5,3,Low Value Customer
13030,752.4399999999999,2,Low Value Customer
13032,1010.18,2,Low Value Customer
13033,190.55,1,Low Value Customer
13034,642.77,2,Low Value Customer
13035,921.88,2,Low Value Customer
13037,881.07,3,Low Value Customer
13038,908.46,3,Low Value Customer
13040,676.99,2,Low Value Customer
13043,516.42,1,Low Value Customer
13044,560.47,1,Low Value Customer
13045,305.28000000000003,1,Low Value Customer
13046,629.3100000000001,2,Low Value Customer
13047,3237.54,10,Medium Value Customer
13048,1819.41,4,Low Value Customer
13049,656.6800000000001,2,Low Value Customer
13050,5836.86,17,Medium Value Customer
13052,348.15000000000003,1,Low Value Customer
13055,1214.41,3,Low Value Customer
13058,271.40000000000003,3,Low Value Customer
13059,183.4,1,Low Value Customer
13060,307.53,1,Low Value Customer
13061,248.61,1,Low Value Customer
13062,346.98,1,Low Value Customer
13064,1105.59,4,Low Value Customer
13065,205.86,1,Low Value Customer
13066,470.8,2,Low Value Customer
13067,115.46000000000001,1,Low Value Customer
13068,344.0,2,Low Value Customer
13069,4431.44,24,Medium Value Customer
13070,228.8,1,Low Value Customer
13072,177.15,1,Low Value Customer
13075,919.61,1,Low Value Customer
13077,728.02,4,Low Value Customer
13078,12627.94,26,High Value Customer
13079,220.10000000000002,5,Low Value Customer
13080,58.08,1,Low Value Customer
13081,28337.38,11,High Value Customer
13082,3613.63,9,Medium Value Customer
13083,303.75,2,Low Value Customer
13085,416.08000000000004,2,Low Value Customer
13089,58762.08,97,High Value Customer
13090,8910.82,14,Medium Value Customer
13091,345.82,1,Low Value Customer
13092,477.83,5,Low Value Customer
13093,7832.47,8,Medium Value Customer
13094,1927.3200000000002,12,Low Value Customer
13095,74.39999999999999,1,Low Value Customer
13097,6003.22,10,Medium Value Customer
13098,28882.44,28,High Value Customer
13099,207.35999999999999,1,Low Value Customer
13101,101.19,1,Low Value Customer
13102,6424.09,24,Medium Value Customer
13103,243.94,1,Low Value Customer
13104,1098.48,6,Low Value Customer
13106,76.5,1,Low Value Customer
13107,1531.62,4,Low Value Customer
13108,350.06,1,Low Value Customer
13109,786.54,2,Low Value Customer
13110,1488.67,7,Low Value Customer
13113,12245.96,24,High Value Customer
13115,2294.78,4,Low Value Customer
13116,501.14,1,Low Value Customer
13117,984.91,8,Low Value Customer
13118,1197.81,5,Low Value Customer
13120,30.599999999999998,1,Low Value Customer
13121,283.73,1,Low Value Customer
13122,922.39,2,Low Value Customer
13124,3756.33,3,Medium Value Customer
13126,2099.64,8,Low Value Customer
13127,259.17,1,Low Value Customer
13130,64.0,1,Low Value Customer
13131,1073.3,3,Low Value Customer
13132,77.3,1,Low Value Customer
13133,109.8,2,Low Value Customer
13134,1793.58,4,Low Value Customer
13135,3096.0,1,Medium Value Customer
13136,2607.61,5,Low Value Customer
13137,3603.29,8,Medium Value Customer
13138,962.39,6,Low Value Customer
13139,5064.94,7,Medium Value Customer
13140,422.46999999999997,3,Low Value Customer
13141,2388.75,5,Low Value Customer
13142,307.09,1,Low Value Customer
13144,110.95,1,Low Value Customer
13145,618.52,4,Low Value Customer
13146,228.91,1,Low Value Customer
13147,712.8000000000001,4,Low Value Customer
13148,3683.26,12,Medium Value Customer
13149,1676.06,4,Low Value Customer
13151,1257.8700000000001,1,Low Value Customer
13153,486.22,1,Low Value Customer
13155,971.76,4,Low Value Customer
13157,1741.22,4,Low Value Customer
13158,1201.06,4,Low Value Customer
13159,1429.35,4,Low Value Customer
13160,91.8,1,Low Value Customer
13161,112.75,1,Low Value Customer
13162,1688.29,4,Low Value Customer
13165,1021.48,2,Low Value Customer
13166,417.2,1,Low Value Customer
13167,791.3299999999999,4,Low Value Customer
13168,1299.59,4,Low Value Customer
13169,712.88,2,Low Value Customer
13170,108.81,1,Low Value Customer
13171,468.41,3,Low Value Customer
13173,353.65,2,Low Value Customer
13174,2742.82,3,Low Value Customer
13176,481.49,1,Low Value Customer
13177,282.45,1,Low Value Customer
13178,5725.47,11,Medium Value Customer
13182,121.18,1,Low Value Customer
13183,3957.78,9,Medium Value Customer
13184,1668.95,10,Low Value Customer
13185,71.4,1,Low Value Customer
13186,1575.89,3,Low Value Customer
13187,236.02,1,Low Value Customer
13188,114.60000000000001,1,Low Value Customer
13189,260.68,2,Low Value Customer
13192,911.94,2,Low Value Customer
13193,112.08,1,Low Value Customer
13194,60.7,1,Low Value Customer
13196,1797.78,4,Low Value Customer
13198,3401.2400000000002,6,Medium Value Customer
13199,9817.12,38,Medium Value Customer
13200,870.09,4,Low Value Customer
13203,869.46,4,Low Value Customer
13207,250.26000000000002,2,Low Value Customer
13208,1217.65,6,Low Value Customer
13209,5891.61,8,Medium Value Customer
13210,353.48,1,Low Value Customer
13211,1095.42,3,Low Value Customer
13212,786.83,3,Low Value Customer
13213,1520.58,5,Low Value Customer
13216,333.74,1,Low Value Customer
13217,533.98,3,Low Value Customer
13218,62.63999999999999,1,Low Value Customer
13220,819.2900000000001,4,Low Value Customer
13221,847.41,2,Low Value Customer
13223,163.20000000000002,2,Low Value Customer
13224,2155.95,2,Low Value Customer
13225,6463.84,7,Medium Value Customer
13226,108.21000000000001,1,Low Value Customer
13227,257.7,1,Low Value Customer
13228,358.0,1,Low Value Customer
13229,160.95,1,Low Value Customer
13230,2755.63,14,Low Value Customer
13232,1328.35,7,Low Value Customer
13233,605.12,2,Low Value Customer
13235,1031.07,1,Low Value Customer
13236,744.85,2,Low Value Customer
13238,700.73,4,Low Value Customer
13239,329.56,1,Low Value Customer
13240,663.65,4,Low Value Customer
13242,270.40000000000003,3,Low Value Customer
13243,585.12,1,Low Value Customer
13244,121.74000000000001,1,Low Value Customer
13245,430.5,1,Low Value Customer
13246,1961.52,6,Low Value Customer
13247,501.12,4,Low Value Customer
13248,465.68,2,Low Value Customer
13249,711.41,3,Low Value Customer
13253,1030.4,2,Low Value Customer
13255,399.51,2,Low Value Customer
13258,672.83,3,Low Value Customer
13259,283.18,1,Low Value Customer
13260,557.62,1,Low Value Customer
13261,944.1,2,Low Value Customer
13262,200.29,1,Low Value Customer
13263,7436.93,35,Medium Value Customer
13265,2092.66,5,Low Value Customer
13266,3834.2599999999998,12,Medium Value Customer
13267,4521.49,19,Medium Value Customer
13268,3174.75,11,Medium Value Customer
13269,5343.28,15,Medium Value Customer
13270,590.0,1,Low Value Customer
13271,211.49,1,Low Value Customer
13272,276.56,2,Low Value Customer
13273,138.98,1,Low Value Customer
13276,590.93,2,Low Value Customer
13277,258.4,4,Low Value Customer
13278,542.73,1,Low Value Customer
13279,137.75,1,Low Value Customer
13280,798.46,3,Low Value Customer
13282,1132.14,3,Low Value Customer
13283,93.66,2,Low Value Customer
13284,201.19,1,Low Value Customer
13285,2709.12,4,Low Value Customer
13291,361.11,1,Low Value Customer
13292,578.9399999999999,2,Low Value Customer
13294,873.74,2,Low Value Customer
13295,201.20000000000002,1,Low Value Customer
13296,87.4,1,Low Value Customer
13297,2089.85,4,Low Value Customer
13298,360.0,1,Low Value Customer
13299,142.5,1,Low Value Customer
13300,371.89,1,Low Value Customer
13301,618.09,4,Low Value Customer
13302,63.75,1,Low Value Customer
13304,300.42,1,Low Value Customer
13305,2000.86,10,Low Value Customer
13307,15.0,1,Low Value Customer
13308,1385.51,3,Low Value Customer
13309,1456.79,5,Low Value Customer
13310,1132.03,3,Low Value Customer
13311,598.57,2,Low Value Customer
13313,1555.32,5,Low Value Customer
13314,775.94,3,Low Value Customer
13316,5732.93,4,Medium Value Customer
13317,2273.68,6,Low Value Customer
13318,640.76,3,Low Value Customer
13319,10845.550000000001,26,High Value Customer
13320,1532.2,4,Low Value Customer
13321,567.36,2,Low Value Customer
13322,199.48000000000002,1,Low Value Customer
13323,787.85,5,Low Value Customer
13324,7121.95,10,Medium Value Customer
13325,675.3,1,Low Value Customer
13327,3627.77,8,Medium Value Customer
13328,1308.48,1,Low Value Customer
13329,789.0,2,Low Value Customer
13330,1140.93,3,Low Value Customer
13332,350.9,1,Low Value Customer
13334,3502.32,3,Medium Value Customer
13336,795.12,1,Low Value Customer
13338,487.02,1,Low Value Customer
13339,860.12,1,Low Value Customer
13340,10736.48,7,High Value Customer
13341,775.85,1,Low Value Customer
13343,353.43,1,Low Value Customer
13344,2511.69,3,Low Value Customer
13345,389.5,1,Low Value Customer
13347,341.36,1,Low Value Customer
13348,233.76,1,Low Value Customer
13349,247.32,1,Low Value Customer
13350,979.12,2,Low Value Customer
13351,373.94,1,Low Value Customer
13352,397.97999999999996,1,Low Value Customer
13354,743.53,1,Low Value Customer
13355,674.7,1,Low Value Customer
13356,768.24,1,Low Value Customer
13357,609.4,1,Low Value Customer
13358,439.03,1,Low Value Customer
13359,439.56,1,Low Value Customer
13362,3090.7400000000002,4,Medium Value Customer
13363,992.5,2,Low Value Customer
13364,134.95999999999998,1,Low Value Customer
13365,2225.37,2,Low Value Customer
13366,56.160000000000004,1,Low Value Customer
13368,623.4,2,Low Value Customer
